casilla_id,distrito_fed_17,distrito_fed_12,distrito_loc_17,distrito_loc_12,are,seccion,casilla,tipo_seccion,pri_pvem,pan_na,prd,pt,mc,otros,total,ln,tamano_md,tamano_gd,region,casilla_ex,rural,ln_total,prob_miss
1546,5,6,5,5,6-81,1850,B-C,U,160,151,4,0,1,8,324,538,1,0,1,0,0,538,3
777,5,5,5,3,5-47,1723,B-C,U,200,202,10,2,3,11,428,551,1,0,1,0,0,551,3
5571,7,11,18,18,11-9,1990,B-C,U,404,667,18,2,1,0,1092,595,1,0,1,0,0,595,3
5301,14,10,15,17,10-58,2768,B-C,U,68,176,13,2,1,0,260,456,0,0,2,0,0,456,3
4369,12,12,16,15,12-41,347,B-C,NA,144,229,20,3,3,7,406,720,0,1,2,0,0,720,2
3222,15,9,11,11,9-32,947,B-C,U,149,214,8,1,2,13,387,577,1,0,1,0,0,577,3
4255,8,8,14,14,8-49,2228,B-C,R,120,211,8,5,0,12,356,534,1,0,2,0,1,534,1
1355,5,5,5,5,5-54,1490,B-C,M,178,152,4,2,2,6,344,699,0,1,1,0,0,699,2
1241,3,3,4,4,3-78,1496,B-C,NA,138,127,7,2,4,10,288,746,0,1,1,0,0,746,2
1788,11,6,21,6,6-47,1617,B-C,U,222,225,15,5,3,13,483,732,1,0,1,0,0,732,3
2258,4,4,8,8,4-53,855,B-C,U,180,133,19,6,2,11,351,552,1,0,1,0,0,552,3
6253,10,13,19,21,13-32,692,B-C,U,152,152,18,1,1,11,335,663,1,0,2,0,0,663,3
6180,10,13,19,21,13-20,662,B-C,U,170,251,21,1,4,14,461,646,1,0,2,0,0,646,3
4681,12,12,16,16,12-37,336,B-C,U,168,210,33,5,2,8,426,728,0,1,2,0,0,728,3
3223,15,9,11,11,9-32,947,B-C,U,126,201,11,3,4,7,352,576,1,0,1,0,0,576,3
2121,11,6,21,7,6-23,1643,B-C,U,183,189,10,6,0,9,397,695,0,1,1,0,0,695,3
1221,6,3,4,4,3-18,1489,B-C,U,233,159,2,1,2,8,405,696,1,0,1,0,0,696,3
463,1,1,2,2,1-47,2561,B-C,U,135,110,10,7,3,20,285,578,1,0,2,0,0,578,3
2766,1,4,8,9,4-9,774,B-C,U,152,208,9,5,2,12,388,617,1,0,1,0,0,617,3
2528,2,2,9,9,2-2,142,B-C,U,133,131,10,3,6,6,289,563,1,0,2,0,0,563,3
2,1,4,1,1,4-1,752,B-C,M,123,178,11,5,2,22,341,633,1,0,1,0,0,633,2
3644,15,9,12,12,9-63,1030,B-C,U,140,111,8,2,8,9,278,469,0,0,1,0,0,469,3
4236,8,8,14,14,8-42,2219,B-C,U,73,178,12,8,4,13,288,536,1,0,2,0,0,536,3
2061,6,6,4,7,6-28,1632,B-C,NA,189,212,10,1,5,10,427,743,0,1,1,0,0,743,2
5388,13,11,10,18,11-84,722,B-C,U,108,160,42,2,0,16,328,481,0,0,1,0,0,481,3
3470,15,9,11,11,9-21,1158,B-C,R,129,186,18,6,2,17,358,739,1,0,1,0,1,739,1
3755,9,4,11,12,4-105,1137,B-C,M,144,195,13,3,2,13,370,587,1,0,1,0,0,587,2
5931,10,10,20,20,10-3,1868,B-C,U,98,166,25,3,9,8,309,462,0,0,2,0,0,462,3
5386,13,11,10,18,11-88,721,B-C,U,172,144,66,3,0,8,393,630,0,0,1,0,0,630,3
3891,13,11,18,13,11-68,40,B-C,R,223,186,10,4,1,16,440,674,1,0,1,0,1,674,1
2460,9,7,13,8,7-70,2683,B-C,M,155,152,11,0,2,6,326,650,1,0,1,0,0,650,2
2253,4,4,8,8,4-52,853,B-C,U,196,82,18,6,6,12,320,679,1,0,1,0,0,679,3
1040,3,3,4,4,3-23,1310,B-C,U,176,195,9,7,2,11,400,651,1,0,1,0,0,651,3
6471,14,14,22,22,14-5,60,B-C,U,108,148,22,2,3,10,293,434,0,0,2,0,0,434,3
1113,3,3,7,4,3-34,1341,B-C,U,162,254,8,2,0,12,438,710,1,0,1,0,0,710,3
6629,14,14,22,22,14-75,653,B-C,M,98,115,30,9,0,10,262,401,0,0,2,0,0,401,2
4702,12,12,16,16,12-25,341,B-C,U,155,151,14,6,4,13,343,662,1,0,2,0,0,662,3
1912,6,3,7,7,3-42,1389,B-C,U,175,187,8,7,0,9,386,643,1,0,1,0,0,643,3
2319,4,4,8,8,4-67,878,S,M,76,91,20,0,2,1,190,0,0,1,1,0,0,190,2
2280,4,4,8,8,4-56,867,B-C,U,196,203,16,9,5,14,443,590,1,0,1,0,0,590,3
1579,5,5,5,5,5-80,3012,B-C,U,137,141,11,4,2,16,311,518,1,0,1,0,0,518,3
6008,10,10,20,20,10-63,2791,B-C,U,132,237,10,4,1,0,384,724,1,0,2,0,0,724,3
4543,12,13,15,15,13-13,491,B-C,U,163,146,12,9,3,12,345,580,1,0,2,0,0,580,3
2100,11,6,21,7,6-24,1642,B-C,U,173,180,8,3,0,11,375,709,0,1,1,0,0,709,3
3017,7,7,10,10,7-38,2465,B-C,U,129,337,4,1,0,6,477,743,1,0,1,0,0,743,3
4056,8,8,14,13,8-61,2242,B-C,U,104,173,15,1,2,0,295,673,1,0,2,0,0,673,3
6069,10,10,20,20,10-76,2814,B-C,R,103,97,11,2,0,11,224,597,1,0,2,0,1,597,1
6491,14,14,22,22,14-6,70,B-C,U,73,128,35,9,2,13,260,535,1,0,2,0,0,535,3
2043,11,6,21,7,6-39,1621,B-C,U,192,155,14,1,3,11,376,557,1,0,1,0,0,557,3
4014,8,8,14,13,8-98,2193,B-C,U,175,181,27,11,6,10,410,702,0,1,2,0,0,702,3
4096,8,8,14,13,8-52,2261,B-C,R,82,184,9,1,4,6,286,550,1,0,2,0,1,550,1
6391,10,10,20,21,10-33,2313,B-C,U,216,92,10,1,5,9,333,505,1,0,2,0,0,505,3
2584,2,2,9,9,2-9,164,B-C,U,133,187,4,4,5,11,344,634,1,0,2,0,0,634,3
4628,8,8,17,15,8-10,2915,B-C,U,179,264,26,20,2,26,517,500,1,0,2,0,0,500,3
2464,9,7,13,8,7-70,2683,B-C,M,149,130,15,6,2,6,308,649,1,0,1,0,0,649,2
5005,14,14,22,17,14-47,252,B-C,M,81,100,11,8,147,29,376,651,1,0,2,0,0,651,2
1126,6,3,7,4,3-38,1349,B-C,U,203,207,16,5,2,3,436,676,1,0,1,0,0,676,3
113,4,1,1,1,1-63,2349,B-C,U,175,170,13,24,2,18,402,610,1,0,1,0,0,610,3
1653,5,6,6,6,6-66,1544,B-C,U,150,255,12,3,1,11,432,570,0,0,1,0,0,570,3
4963,12,12,15,16,12-81,553,B-C,U,78,149,11,3,0,16,257,454,0,0,2,0,0,454,3
1559,5,6,6,5,6-81,1856,B-C,U,147,234,15,3,1,28,428,730,1,0,1,0,0,730,3
1976,6,3,7,7,3-59,1440,B-C,U,145,176,10,2,2,7,342,464,0,0,1,0,0,464,3
410,1,1,2,2,1-44,2543,B-C,U,173,197,26,4,3,26,429,708,1,0,2,0,0,708,3
3422,15,9,11,11,9-50,1113,B-C,U,139,129,10,2,2,14,296,520,1,0,1,0,0,520,3
