casilla_id,distrito_fed_17,distrito_fed_12,distrito_loc_17,distrito_loc_12,are,seccion,casilla,tipo_seccion,pri_pvem,pan_na,prd,pt,mc,otros,total,ln,tamano_md,tamano_gd,region,casilla_ex,rural,ln_total,prob_miss
1463,5,5,5,5,5-76,1809,B-C,U,213,200,10,1,6,13,443,730,1,0,1,0,0,730,3
4835,12,12,15,16,12-12,456,B-C,U,160,288,37,6,6,6,503,710,1,0,2,0,0,710,3
2489,9,7,13,8,7-81,2698,E,R,166,210,9,4,0,10,399,597,1,0,1,1,1,597,1
6328,10,10,20,21,10-20,2277,B-C,U,101,105,21,5,2,13,247,378,0,0,2,0,0,378,3
4347,8,8,17,14,8-32,2639,B-C,U,85,249,35,3,3,13,388,591,1,0,2,0,0,591,3
6164,10,10,20,20,10-97,2998,B-C,U,128,237,8,1,1,11,386,716,1,0,2,0,0,716,3
3497,15,9,11,11,9-12,1171,B-C,R,93,126,29,4,0,13,265,416,0,0,1,0,1,416,1
2018,11,6,21,7,6-41,1583,B-C,U,145,152,12,2,2,12,325,504,1,0,1,0,0,504,3
3936,8,8,14,13,8-69,2143,B-C,U,119,145,11,3,1,7,286,432,0,0,2,0,0,432,3
3810,13,11,18,13,11-66,3,B-C,M,158,288,11,1,2,21,481,733,1,0,1,0,0,733,2
3294,15,9,12,11,9-66,1035,B-C,U,188,146,22,6,3,11,376,591,1,0,1,0,0,591,3
1814,11,6,6,6,6-53,1638,B-C,U,198,81,4,3,1,7,294,495,0,0,1,0,0,495,3
1202,3,3,3,4,3-71,1480,B-C,R,221,143,6,6,0,5,381,550,1,0,1,0,1,550,1
1453,5,5,5,5,5-67,1803,B-C,U,136,175,10,1,2,10,334,555,1,0,1,0,0,555,3
818,5,5,5,3,5-56,1742,B-C,U,160,174,4,2,2,8,350,578,1,0,1,0,0,578,3
4994,14,14,22,17,14-39,248,B-C,U,113,214,17,2,60,21,427,666,1,0,2,0,0,666,3
4795,12,12,16,16,12-5,421,B-C,U,108,119,16,4,3,6,256,380,0,0,2,0,0,380,3
2358,4,4,8,8,4-80,899,E,M,189,142,34,6,2,29,402,680,1,0,1,1,0,680,2
3350,15,9,12,11,9-46,1077,B-C,U,218,182,6,1,5,12,424,666,1,0,1,0,0,666,3
1147,3,3,7,4,3-47,1360,B-C,U,130,173,5,1,0,9,318,514,1,0,1,0,0,514,3
6332,10,10,20,21,10-19,2279,B-C,U,148,293,42,4,4,15,506,720,0,0,2,0,0,720,3
604,1,1,2,2,1-7,2938,E,R,41,35,0,0,0,3,79,86,0,0,2,1,1,86,1
5890,13,13,19,19,13-94,2882,B-C,U,60,206,83,2,0,12,363,523,1,0,2,0,0,523,3
3057,7,7,10,10,7-44,2477,B-C,U,113,283,4,0,2,5,407,702,0,1,1,0,0,702,3
5776,13,13,19,19,13-67,2841,B-C,U,40,145,94,4,6,25,314,592,1,0,2,0,0,592,3
2204,4,4,8,8,4-47,829,B-C,U,156,108,9,3,5,9,290,452,0,0,1,0,0,452,3
5726,13,13,19,19,13-57,2820,B-C,U,85,162,25,2,1,11,286,411,0,0,2,0,0,411,3
1960,6,3,7,7,3-60,1430,B-C,U,126,226,10,4,3,11,380,596,0,0,1,0,0,596,3
283,4,1,1,1,1-90,2441,B-C,R,66,147,15,4,1,14,247,526,1,0,1,0,1,526,1
1161,6,3,4,4,3-55,1390,B-C,U,173,151,6,2,0,11,343,632,1,0,1,0,0,632,3
525,1,1,2,2,1-55,2597,B-C,R,56,157,11,2,2,13,241,565,1,0,2,0,1,565,1
1380,5,5,5,5,5-50,1494,B-C,M,232,138,3,2,0,3,378,683,0,1,1,0,0,683,2
1997,6,6,7,7,6-55,1518,S,U,34,46,3,2,1,7,93,0,1,0,1,0,0,93,3
4492,12,13,15,15,13-4,450,B-C,U,222,249,29,8,4,12,524,689,1,0,2,0,0,689,3
2895,7,7,10,10,7-14,2057,B-C,R,87,111,4,0,0,14,216,376,0,0,1,0,1,376,1
782,5,5,7,3,5-23,1726,B-C,U,212,153,13,4,2,6,390,492,0,0,1,0,0,492,3
3007,7,7,10,10,7-35,2459,B-C,U,124,212,1,0,1,5,343,473,0,0,1,0,0,473,3
1345,5,5,5,5,5-48,1483,B-C,U,183,182,8,0,0,11,384,623,1,0,1,0,0,623,3
1486,5,5,7,5,5-41,1820,B-C,U,212,165,8,1,2,6,394,629,0,0,1,0,0,629,3
3701,15,9,12,12,9-83,1094,B-C,U,197,213,14,3,1,7,435,679,1,0,1,0,0,679,3
4837,12,12,15,16,12-17,457,B-C,U,129,135,26,5,2,4,301,460,0,0,2,0,0,460,3
4140,8,8,14,14,8-75,2128,B-C,U,201,263,25,32,2,13,536,689,0,0,2,0,0,689,3
4707,12,12,16,16,12-25,341,B-C,U,149,158,19,9,3,7,345,661,1,0,2,0,0,661,3
3403,15,9,12,11,9-52,1102,B-C,U,160,133,11,5,4,22,335,691,1,0,1,0,0,691,3
3275,15,9,12,11,9-58,1009,B-C,U,136,163,4,1,5,10,319,490,0,0,1,0,0,490,3
3409,15,9,12,11,9-54,1104,B-C,U,140,134,4,2,3,10,293,556,1,0,1,0,0,556,3
4093,8,8,14,13,8-64,2260,B-C,R,199,156,17,2,2,11,387,641,1,0,2,0,1,641,1
6656,14,14,22,22,14-80,1209,B-C,R,81,115,80,2,1,26,305,482,0,0,2,0,1,482,1
489,1,1,2,2,1-40,2581,B-C,R,80,261,16,6,4,18,385,661,1,0,2,0,1,661,1
3223,15,9,11,11,9-32,947,B-C,U,126,201,11,3,4,7,352,576,1,0,1,0,0,576,3
92,4,1,1,1,1-103,1902,B-C,M,26,78,5,0,0,4,113,134,0,0,1,0,0,134,2
2513,9,7,13,8,7-96,2721,B-C,R,382,128,4,1,0,4,519,400,1,0,1,0,1,400,1
3690,15,9,12,12,9-79,1072,B-C,U,185,136,17,2,2,11,353,574,1,0,1,0,0,574,3
3958,8,8,14,13,8-90,2177,B-C,U,167,200,21,9,5,0,402,691,1,0,2,0,0,691,3
2543,2,2,9,9,2-8,147,B-C,U,157,140,14,6,131,20,468,527,1,0,2,0,0,527,3
114,4,1,1,1,1-65,2350,B-C,M,170,196,11,16,1,15,409,645,1,0,1,0,0,645,2
5329,7,11,10,18,11-98,573,B-C,U,221,195,8,6,0,15,445,664,0,0,1,0,0,664,3
6121,10,10,20,20,10-88,2973,B-C,R,138,102,51,9,5,26,331,405,0,0,2,0,1,405,1
2034,11,6,21,7,6-39,1619,B-C,U,142,160,17,6,0,9,334,497,0,0,1,0,0,497,3
335,2,2,2,2,2-75,2507,S,U,34,42,14,1,1,1,93,0,1,0,2,0,0,93,3
3390,15,9,11,11,9-48,1099,B-C,U,173,172,8,5,4,10,372,684,0,1,1,0,0,684,3
3867,13,11,18,13,11-73,28,B-C,R,43,220,0,0,0,2,265,349,0,0,1,0,1,349,1
4913,2,12,16,16,12-71,516,B-C,M,24,120,3,2,0,5,154,423,0,0,2,0,0,423,2
1450,5,5,7,5,5-60,1802,B-C,U,210,212,7,4,1,4,438,624,1,0,1,0,0,624,3
2129,11,6,6,7,6-18,1644,B-C,U,198,180,10,0,2,8,398,724,1,0,1,0,0,724,3
3243,15,9,11,11,9-33,960,B-C,U,187,236,8,2,3,11,447,701,1,0,1,0,0,701,3
2047,11,6,21,7,6-33,1631,B-C,U,201,139,7,6,1,13,367,672,1,0,1,0,0,672,3
4724,12,12,16,16,12-36,346,B-C,U,102,154,16,0,3,10,285,502,1,0,2,0,0,502,3
752,3,5,3,3,5-46,1711,B-C,U,207,265,13,0,2,12,499,632,1,0,1,0,0,632,3
592,1,1,2,2,1-20,2904,B-C,R,142,142,25,2,2,11,324,427,0,0,2,0,1,427,1
4022,8,8,14,13,8-93,2196,B-C,U,138,129,11,5,5,6,294,434,0,0,2,0,0,434,3
6482,14,14,22,22,14-8,66,B-C,U,95,110,22,2,4,10,243,389,0,0,2,0,0,389,3
77,4,1,1,1,1-100,1894,B-C,U,143,175,12,2,0,4,336,465,0,0,1,0,0,465,3
1698,5,6,6,6,6-76,1574,B-C,U,156,189,6,0,1,2,354,559,1,0,1,0,0,559,3
3656,15,9,12,12,9-75,1046,B-C,U,155,133,10,4,3,7,312,494,0,0,1,0,0,494,3
671,3,5,3,3,5-5,1677,B-C,U,183,148,10,4,4,13,362,661,1,0,1,0,0,661,3
852,5,5,7,3,5-35,1758,B-C,U,128,167,11,5,5,11,327,459,0,0,1,0,0,459,3
6182,10,13,19,21,13-20,663,B-C,U,114,141,30,4,2,7,298,413,0,0,2,0,0,413,3
3255,15,9,11,11,9-35,975,B-C,U,182,182,10,3,4,13,394,749,1,0,1,0,0,749,3
3277,15,9,12,11,9-58,1010,B-C,U,147,150,10,4,1,1,313,477,0,0,1,0,0,477,3
4640,8,8,17,15,8-6,2921,B-C,M,145,256,9,2,1,16,429,586,1,0,2,0,0,586,2
4866,12,12,15,16,12-16,473,B-C,U,183,164,17,7,8,18,397,732,1,0,2,0,0,732,3
973,3,3,3,4,3-9,1286,B-C,U,218,215,8,4,2,7,454,619,1,0,1,0,0,619,3
6542,14,14,22,22,14-19,94,B-C,U,68,88,29,4,1,13,203,430,0,0,2,0,0,430,3
816,5,5,5,3,5-55,1741,B-C,U,186,144,7,4,3,6,350,649,1,0,1,0,0,649,3
4974,12,12,15,16,12-82,558,B-C,U,97,173,8,1,1,5,285,517,1,0,2,0,0,517,3
6474,14,14,22,22,14-5,62,B-C,M,90,160,29,6,6,8,299,475,0,0,2,0,0,475,2
3484,15,9,11,11,9-11,1165,B-C,R,146,142,12,6,0,18,324,611,1,0,1,0,1,611,1
5747,13,13,19,19,13-61,2829,B-C,U,98,214,62,2,3,18,397,662,1,0,2,0,0,662,3
5899,13,13,19,19,13-97,2886,B-C,M,25,64,46,4,0,0,139,375,1,0,2,0,0,375,2
2727,1,4,1,9,4-7,760,B-C,U,184,193,10,4,6,11,408,717,1,0,1,0,0,717,3
1002,6,3,4,4,3-20,1298,B-C,U,199,173,16,4,1,15,408,744,1,0,1,0,0,744,3
3581,9,4,12,12,4-92,980,B-C,U,183,110,15,3,1,15,327,744,0,1,1,0,0,744,3
4919,2,12,16,16,12-74,519,B-C,U,128,176,49,11,10,23,397,725,1,0,2,0,0,725,3
1590,5,5,5,5,5-80,3017,B-C,U,127,142,5,1,1,5,281,455,0,0,1,0,0,455,3
6226,10,13,19,21,13-30,683,B-C,U,158,231,28,5,2,13,437,649,1,0,2,0,0,649,3
5926,10,10,20,20,10-3,1866,B-C,U,76,151,21,4,7,5,264,403,0,0,2,0,0,403,3
6674,14,14,22,22,14-86,1222,B-C,U,125,104,54,2,0,23,308,624,0,0,2,0,0,624,3
1482,5,5,6,5,5-42,1817,B-C,U,173,162,6,2,1,16,360,566,1,0,1,0,0,566,3
1423,5,5,7,5,5-59,1791,B-C,U,168,164,7,4,0,15,358,581,1,0,1,0,0,581,3
5260,14,10,15,17,10-49,2744,B-C,U,114,186,37,3,0,18,358,589,1,0,2,0,0,589,3
1677,11,6,21,6,6-44,1558,B-C,U,180,141,11,2,0,14,348,533,1,0,1,0,0,533,3
2060,6,6,4,7,6-30,1632,B-C,NA,191,213,8,2,1,0,415,743,0,1,1,0,0,743,2
6394,10,10,20,21,10-32,2315,B-C,U,92,320,6,3,1,10,432,714,1,0,2,0,0,714,3
4953,12,12,15,16,12-78,547,B-C,R,108,298,17,1,4,10,438,693,1,0,2,0,1,693,1
2576,2,2,9,9,2-7,159,B-C,U,167,171,4,7,6,19,374,611,1,0,2,0,0,611,3
5574,7,11,18,18,11-9,1991,B-C,U,74,131,10,3,0,12,230,460,0,0,1,0,0,460,3
1834,11,6,6,6,6-12,1657,B-C,R,254,162,2,1,1,4,424,698,1,0,1,0,1,698,1
3814,13,11,18,13,11-62,5,B-C,U,128,231,6,2,1,9,377,538,1,0,1,0,0,538,3
163,4,1,1,1,1-87,2379,B-C,U,168,126,9,1,2,13,319,579,1,0,1,0,0,579,3
1171,20,3,21,4,3-69,1392,B-C,NA,165,258,12,1,3,13,452,733,0,1,1,0,0,733,2
2139,11,6,6,7,6-19,1646,B-C,U,187,155,3,2,4,9,360,643,1,0,1,0,0,643,3
5671,13,13,19,19,13-44,1182,B-C,U,183,224,19,1,8,15,450,639,1,0,2,0,0,639,3
2118,11,6,21,7,6-23,1643,B-C,U,181,165,15,10,1,10,382,695,0,1,1,0,0,695,3
1539,5,5,5,5,5-70,1847,B-C,U,226,204,8,4,6,9,457,735,1,0,1,0,0,735,3
2317,4,4,8,8,4-66,878,B-C,M,198,208,22,2,6,14,450,748,0,1,1,0,0,748,2
2531,2,2,9,9,2-3,143,B-C,U,184,253,20,13,6,18,494,735,1,0,2,0,0,735,3
2901,13,7,13,10,7-19,2060,B-C,M,145,127,32,0,3,8,315,500,1,0,1,0,0,500,2
257,4,1,1,1,1-77,2425,B-C,R,151,73,10,4,3,15,256,475,0,0,1,0,1,475,1
3953,8,8,14,13,8-91,2176,B-C,U,224,125,13,8,5,7,382,677,1,0,2,0,0,677,3
1458,5,5,7,5,5-33,1806,B-C,U,140,105,6,5,1,7,264,435,0,0,1,0,0,435,3
105,4,1,1,1,1-104,1910,B-C,M,130,253,36,3,2,8,432,593,1,0,1,0,0,593,2
4843,12,12,15,16,12-13,460,B-C,U,106,229,36,7,8,11,397,629,1,0,2,0,0,629,3
3096,7,7,10,10,7-55,2493,B-C,R,208,173,8,0,0,38,427,740,0,0,1,0,1,740,1
1907,6,3,7,7,3-51,1387,B-C,U,167,186,13,2,0,11,379,512,1,0,1,0,0,512,3
4820,12,12,15,16,12-11,444,S,U,26,44,10,2,0,5,87,0,0,0,2,0,0,87,3
1024,3,3,4,4,3-21,1306,B-C,U,221,202,9,1,1,7,441,709,1,0,1,0,0,709,3
5195,2,2,17,17,2-63,620,B-C,M,102,151,5,1,8,8,275,518,1,0,2,0,0,518,2
2095,11,6,21,7,6-32,1641,B-C,U,174,170,8,1,0,17,370,709,1,0,1,0,0,709,3
2081,11,6,21,7,6-34,1634,B-C,U,236,218,12,3,5,27,501,750,0,1,1,0,0,750,3
1332,3,5,3,5,5-87,1477,B-C,M,204,191,9,2,3,7,416,733,0,1,1,0,0,733,2
4338,8,8,17,14,8-23,2636,B-C,M,147,227,9,3,0,4,390,597,1,0,2,0,0,597,2
11,1,4,1,1,4-2,755,B-C,U,152,180,17,4,2,11,366,597,1,0,1,0,0,597,3
6522,14,14,22,22,14-14,84,B-C,U,100,148,45,4,4,26,327,674,1,0,2,0,0,674,3
6655,14,14,22,22,14-80,1209,B-C,R,123,78,85,1,0,23,310,482,0,0,2,0,1,482,1
361,2,2,2,2,2-71,2520,B-C,R,148,120,28,7,4,13,320,510,1,0,2,0,1,510,1
4248,8,8,14,14,8-48,2225,B-C,R,87,295,20,7,5,16,430,733,1,0,2,0,1,733,1
5734,13,13,19,19,13-59,2824,B-C,U,58,172,73,4,4,18,329,559,1,0,2,0,0,559,3
2523,2,2,9,9,2-1,141,B-C,M,126,155,18,5,7,8,319,633,1,0,2,0,0,633,2
2769,1,4,8,9,4-9,774,B-C,U,154,182,15,5,1,19,376,616,1,0,1,0,0,616,3
2078,11,6,21,7,6-35,1634,B-C,U,215,258,14,4,0,12,503,749,0,1,1,0,0,749,3
4887,2,12,16,16,12-65,500,B-C,U,148,244,10,5,1,12,420,649,1,0,2,0,0,649,3
1408,5,5,5,5,5-61,1784,B-C,U,129,139,6,3,3,6,286,476,0,0,1,0,0,476,3
6451,14,14,22,22,14-1,51,B-C,M,99,172,56,1,7,17,352,659,1,0,2,0,0,659,2
2868,7,7,10,10,7-8,2044,B-C,M,85,274,3,1,2,15,380,643,1,0,1,0,0,643,2
5752,13,13,19,19,13-57,2832,B-C,U,83,250,33,1,2,20,389,562,1,0,2,0,0,562,3
